CSDNAME,Latitude,Longitude,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type
Markham,43.8388134,-79.2687458,Basement,800.0,2.0,1.0,1,1.0,1.0,750.0,1.0
Markham,43.8378543,-79.2720709,Basement,500.0,2.0,1.0,1,1.0,1.0,400.0,2.0
Markham,43.837275,-79.2661474,Condo,2500.0,2.0,2.0,1,1.0,1.0,646.0,2.0
Markham,43.8327884,-79.3546521,Condo,2050.0,1.0,1.0,0,0.0,1.0,531.0,2.0
Markham,43.8303081,-79.3865029,Condo,2500.0,1.0,1.0,1,1.0,1.0,732.0,2.0
Markham,43.8263666,-79.2955564,Basement,1650.0,2.0,1.0,0,0.0,0.0,550.0,2.0
Markham,43.825227,-79.3140822,Apartment,1800.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Markham,43.8205895,-79.391605,Basement,1350.0,2.0,1.0,0,0.0,0.0,720.0,2.0
Markham,43.8205895,-79.391605,Apartment,1150.0,0.5,1.0,1,1.0,1.0,400.0,2.0
Markham,43.8168261,-79.3483158,Condo,2300.0,1.0,1.0,1,1.0,0.0,650.0,2.0
Markham,43.8168261,-79.3483158,Condo,2300.0,1.0,1.5,1,1.0,0.0,650.0,2.0
Markham,43.8139902,-79.4079651,Basement,1350.0,1.5,1.0,1,1.0,1.0,700.0,2.0
Markham,43.8040362,-79.4201015,Apartment,1199.0,1.0,1.5,1,1.0,1.0,700.0,2.0
Markham,43.8018023,-79.4040953,Apartment,1400.0,0.5,1.0,0,0.0,0.0,600.0,2.0
Markham,43.7988555,-79.4179545,Apartment,2203.0,2.0,1.0,0,1.0,0.0,929.0,2.0
Markham,43.7988555,-79.4179545,Apartment,2049.0,1.0,1.0,0,1.0,0.0,627.0,2.0
Markham,43.9012601,-79.2371852,Apartment,1600.0,1.0,1.0,1,1.0,1.0,500.0,2.0
Markham,43.8483439,-79.2541892,Apartment,1995.0,1.5,1.0,0,0.0,0.0,880.0,2.0
Markham,43.8523845,-79.3378683,Apartment,2250.0,1.5,1.0,0,1.0,0.0,650.0,2.0
Markham,43.8551955,-79.3071196,Apartment,2000.0,1.5,1.0,0,0.0,1.0,700.0,2.0
Markham,43.7988555,-79.4179545,Apartment,2460.0,2.0,1.0,0,1.0,0.0,968.0,2.0
Markham,43.7988555,-79.4179545,Apartment,2249.0,1.0,1.0,0,1.0,0.0,627.0,2.0
Markham,43.825416,-79.3879104,Basement,1700.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Markham,43.8687116,-79.2253776,Basement,1550.0,1.0,1.0,0,0.0,0.0,800.0,2.0
Markham,43.8680821,-79.227916,Basement,1700.0,2.0,1.0,1,1.0,1.0,800.0,2.0
Markham,43.850614,-79.2680192,Basement,1250.0,1.0,1.0,1,1.0,1.0,700.0,2.0
Markham,43.8458335,-79.2793362,Basement,2000.0,2.0,1.0,1,1.0,1.0,800.0,2.0
Markham,43.8462052,-79.2822874,Basement,1695.0,2.0,1.0,1,1.0,1.0,775.0,2.0
Markham,43.8440655,-79.2565677,Basement,1700.0,2.0,1.0,0,0.0,0.0,750.0,2.0
Markham,43.844786,-79.2766508,Basement,1200.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Markham,43.8423651,-79.2707717,Basement,950.0,1.0,1.0,1,0.0,1.0,500.0,0.0
Markham,43.8435583,-79.2801627,Basement,1380.0,1.0,1.0,0,0.0,0.0,820.0,1.0
Markham,43.8572177,-79.2523254,Basement,1500.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Markham,43.8350373,-79.3008681,Basement,1600.0,2.0,1.0,1,1.0,1.0,800.0,2.0
Markham,43.8263666,-79.2955564,Basement,1650.0,0.5,1.0,1,1.0,1.0,650.0,2.0
Markham,43.8537889,-79.2438815,Basement,1350.0,1.0,1.0,1,1.0,1.0,900.0,1.0
Markham,43.8462052,-79.2822874,Basement,1695.0,2.0,1.0,1,1.0,1.0,650.0,2.0
Markham,43.8493031,-79.2615011,Basement,1500.0,1.5,1.0,1,1.0,1.0,700.0,2.0
Markham,43.9055009,-79.261677,Basement,1000.0,1.0,1.0,1,1.0,1.0,400.0,2.0
Markham,43.8509327,-79.2620294,Basement,1600.0,2.0,1.0,1,1.0,1.0,750.0,2.0
Markham,43.8205553,-79.3865029,Basement,1395.0,1.0,1.0,1,1.0,1.0,500.0,2.0
Markham,43.8205895,-79.391605,Basement,1550.0,2.0,1.0,0,0.0,0.0,700.0,2.0
Markham,43.8509327,-79.2620294,Basement,1500.0,2.0,1.0,1,1.0,1.0,650.0,2.0
Markham,43.8520066,-79.327418,Condo,2050.0,1.0,1.0,0,0.0,0.0,550.0,2.0
Markham,43.8509327,-79.2620294,Condo,2900.0,2.0,2.0,0,1.0,1.0,800.0,2.0
Markham,43.8568027,-79.2414145,Condo,2300.0,1.5,2.0,0,1.0,0.0,630.0,2.0
Markham,43.8388364,-79.3914819,Condo,2300.0,1.5,1.0,0,1.0,0.0,630.0,2.0
Markham,43.8383096,-79.3920599,Condo,2900.0,2.0,2.0,1,1.0,1.0,900.0,2.0
Markham,43.8779553,-79.2323191,Condo,2600.0,2.0,2.0,0,0.0,0.0,999.0,2.0
Markham,43.8415381,-79.3928365,Condo,1900.0,1.0,1.0,0,0.0,1.0,600.0,2.0
Markham,43.8981095,-79.2660842,Condo,2200.0,1.5,1.0,0,0.0,1.0,700.0,2.0
Markham,43.8597701,-79.3196212,Condo,2350.0,1.5,1.0,0,1.0,1.0,500.0,2.0
Markham,43.8568423,-79.227845,Condo,2200.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Markham,43.900725,-79.2673145,Condo,2700.0,2.0,2.0,0,0.0,0.0,881.0,2.0
Markham,43.8997002,-79.2670062,Condo,2150.0,1.5,1.5,1,1.0,1.0,749.0,2.0
Markham,43.8009076,-79.4200105,Condo,2900.0,2.5,2.0,0,1.0,0.0,895.0,2.0
Markham,43.8563435,-79.3295207,Condo,3200.0,2.0,2.0,0,0.0,0.0,842.0,2.0
Markham,43.856193,-79.3043901,Condo,2200.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Markham,43.8525375,-79.3400428,Condo,2350.0,1.5,1.0,0,1.0,0.0,738.0,2.0
Markham,43.8524698,-79.3387154,Condo,2380.0,1.5,1.0,0,1.0,0.0,720.0,2.0
Markham,43.9031788,-79.2405818,Condo,2500.0,2.0,2.0,0,1.0,1.0,808.0,1.0
Markham,43.868557,-79.3008681,Condo,3000.0,2.0,2.0,0,1.0,1.0,850.0,2.0
Markham,43.8476454,-79.2526833,Condo,2450.0,1.5,2.0,0,0.0,0.0,900.0,2.0
Markham,43.8573146,-79.3249031,Condo,2350.0,1.5,1.5,0,0.0,0.0,750.0,2.0
Markham,43.8384839,-79.3886141,Condo,3500.0,2.0,2.0,0,0.0,1.0,740.0,2.0
Markham,43.85631,-79.3286298,Condo,2900.0,2.0,2.0,0,0.0,1.0,850.0,2.0
Markham,43.8506191,-79.3193975,Condo,3000.0,2.0,2.0,0,0.0,0.0,870.0,2.0
Markham,43.9081177,-79.2431987,Condo,2200.0,1.0,1.0,0,0.0,0.0,600.0,2.0
Markham,43.8569249,-79.325681,Condo,2700.0,2.0,2.0,0,1.0,1.0,750.0,2.0
Markham,43.8548464,-79.3435498,Condo,2400.0,1.5,1.0,0,1.0,1.0,799.0,2.0
Markham,43.9379491,-79.233837,Condo,2200.0,1.0,1.0,0,0.0,0.0,604.0,2.0
Markham,43.8387129,-79.2546297,Condo,3500.0,1.5,1.0,0,0.0,0.0,600.0,2.0
Markham,43.8419561,-79.2478674,House,750.0,1.0,1.0,1,1.0,1.0,350.0,1.0
Markham,43.8571648,-79.2250251,House,950.0,1.0,1.0,1,1.0,1.0,650.0,2.0
Richmond Hill,43.9664629,-79.4397976,Condo,2500.0,1.5,1.0,1,1.0,1.0,572.0,2.0
Richmond Hill,43.9525764,-79.4457759,Basement,2100.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Richmond Hill,43.9400179,-79.4461177,Basement,1550.0,2.0,1.5,1,1.0,1.0,980.0,2.0
Richmond Hill,43.9391585,-79.442185,Basement,1375.0,1.5,1.0,0,0.0,0.0,650.0,2.0
Richmond Hill,43.9391585,-79.442185,Basement,1375.0,1.5,1.0,0,0.0,0.0,650.0,2.0
Richmond Hill,43.9381619,-79.4366324,Condo,2100.0,1.0,1.0,0,1.0,1.0,639.0,2.0
Richmond Hill,43.9357286,-79.4786498,Basement,1650.0,1.5,1.0,1,1.0,1.0,600.0,2.0
Richmond Hill,43.9302568,-79.4776347,Basement,1450.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.9302568,-79.4776347,Basement,1450.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.9218672,-79.4735086,Basement,1950.0,2.0,2.0,0,0.0,0.0,950.0,2.0
Richmond Hill,43.9183678,-79.4331154,Basement,1450.0,1.0,1.0,1,1.0,1.0,750.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2300.0,1.0,1.0,0,0.0,0.0,530.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2600.0,1.0,1.0,1,1.0,1.0,660.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2500.0,1.5,1.0,0,1.0,1.0,550.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,4500.0,3.0,2.0,0,1.0,1.0,950.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2100.0,1.0,1.0,1,0.0,1.0,699.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,3900.0,3.0,2.0,0,1.0,1.0,900.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2650.0,2.0,2.0,0,1.0,1.0,900.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2375.0,1.5,2.0,0,1.0,1.0,700.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2700.0,2.0,2.0,0,1.0,1.0,900.0,2.0
Richmond Hill,43.9120105,-79.4467502,Apartment,1200.0,0.5,1.0,1,1.0,1.0,500.0,1.0
Richmond Hill,43.9036066,-79.4447004,Condo,1975.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Richmond Hill,43.902498,-79.4084928,Condo,2000.0,0.5,1.0,0,1.0,1.0,450.0,2.0
Richmond Hill,43.902498,-79.4084928,Basement,1300.0,1.0,1.0,1,1.0,1.0,500.0,2.0
Richmond Hill,43.902498,-79.4084928,Basement,1600.0,1.5,1.5,0,0.0,0.0,900.0,2.0
Richmond Hill,43.89869,-79.4668069,Basement,1200.0,0.5,1.0,1,1.0,1.0,550.0,2.0
Richmond Hill,43.8972212,-79.4325879,Basement,1600.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Richmond Hill,43.8950278,-79.4385447,Basement,1200.0,1.0,1.0,1,1.0,1.0,450.0,2.0
Richmond Hill,43.893229,-79.4693962,Basement,1495.0,0.5,1.0,1,1.0,1.0,480.0,2.0
Richmond Hill,43.893229,-79.4693962,Apartment,2200.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Richmond Hill,43.893229,-79.4693962,Apartment,3200.0,4.0,1.5,1,1.0,1.0,750.0,2.0
Richmond Hill,43.893229,-79.4693962,Apartment,1800.0,1.0,1.0,0,0.0,0.0,566.0,2.0
Richmond Hill,43.891874,-79.4100759,House,1000.0,1.0,1.0,1,1.0,1.0,600.0,2.0
Richmond Hill,43.8895215,-79.4432044,Basement,1500.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8871857,-79.4230913,Basement,1400.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Richmond Hill,43.8864273,-79.3991697,Basement,1300.0,1.0,1.0,1,1.0,1.0,700.0,2.0
Richmond Hill,43.8837407,-79.4415559,Basement,1000.0,1.0,1.0,1,1.0,1.0,500.0,2.0
Richmond Hill,43.8819647,-79.4601487,Basement,1650.0,1.0,1.0,1,1.0,1.0,900.0,2.0
Richmond Hill,43.8815107,-79.4366324,Apartment,2300.0,1.5,1.0,1,1.0,1.0,700.0,2.0
Richmond Hill,43.8801005,-79.4199256,Basement,1550.0,1.0,1.0,1,1.0,1.0,610.0,2.0
Richmond Hill,43.8799856,-79.4337309,Basement,1100.0,0.5,1.0,1,1.0,1.0,669.0,2.0
Richmond Hill,43.8780295,-79.3961791,Basement,1400.0,1.0,1.0,0,0.0,0.0,700.0,1.0
Richmond Hill,43.8774421,-79.4088446,Condo,1900.0,1.0,1.0,0,0.0,1.0,530.0,2.0
Richmond Hill,43.8770498,-79.4228275,Basement,1750.0,2.5,1.0,1,1.0,1.0,850.0,2.0
Richmond Hill,43.8768018,-79.4455122,Townhouse,1300.0,0.5,1.0,1,1.0,1.0,600.0,2.0
Richmond Hill,43.8758025,-79.4371599,Apartment,1850.0,1.5,2.0,1,1.0,1.0,700.0,2.0
Richmond Hill,43.8746218,-79.4339947,Basement,1150.0,1.0,1.0,1,1.0,1.0,650.0,1.0
Richmond Hill,43.8737035,-79.4209808,Basement,1500.0,1.0,1.0,0,0.0,0.0,600.0,2.0
Richmond Hill,43.8722272,-79.4273121,Apartment,2500.0,2.0,2.0,0,1.0,1.0,850.0,2.0
Richmond Hill,43.8699223,-79.4265427,Basement,1495.0,1.0,1.0,1,0.0,1.0,700.0,0.0
Richmond Hill,43.8659095,-79.4411163,Basement,1500.0,1.0,1.0,1,1.0,1.0,540.0,2.0
Richmond Hill,43.8659095,-79.4411163,Basement,1500.0,1.0,1.0,1,1.0,1.0,540.0,2.0
Richmond Hill,43.8623614,-79.4563029,Basement,2000.0,2.0,1.0,0,0.0,0.0,850.0,2.0
Richmond Hill,43.8584081,-79.391605,Basement,1400.0,1.0,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8584081,-79.391605,Basement,1400.0,1.0,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8551894,-79.3840397,Townhouse,1985.0,2.0,1.0,0,0.0,1.0,699.0,2.0
Richmond Hill,43.8532882,-79.3905494,Condo,2900.0,2.0,2.0,1,1.0,1.0,641.0,1.0
Richmond Hill,43.8530302,-79.3871894,Condo,2900.0,2.0,2.0,1,1.0,1.0,641.0,1.0
Richmond Hill,43.8520974,-79.3777178,Condo,2200.0,1.0,1.0,0,0.0,1.0,550.0,2.0
Richmond Hill,43.8520974,-79.3777178,Condo,2250.0,1.5,1.0,0,1.0,1.0,665.0,2.0
Richmond Hill,43.8519794,-79.4318844,Condo,2300.0,1.5,2.0,0,1.0,1.0,667.0,2.0
Richmond Hill,43.8518462,-79.4431384,Basement,1600.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Richmond Hill,43.8498132,-79.4308293,Condo,2050.0,1.0,1.0,0,1.0,1.0,600.0,2.0
Richmond Hill,43.8496729,-79.4089829,Condo,2400.0,1.5,1.0,0,0.0,1.0,750.0,2.0
Richmond Hill,43.8482364,-79.4012807,Basement,1200.0,1.0,1.0,1,1.0,1.0,500.0,2.0
Richmond Hill,43.8478763,-79.4322362,Condo,2750.0,2.0,2.0,0,0.0,1.0,900.0,2.0
Richmond Hill,43.8463898,-79.4249967,Condo,2600.0,2.0,2.0,0,1.0,1.0,990.0,2.0
Richmond Hill,43.8463898,-79.4249967,Basement,1400.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.8457924,-79.4265207,Condo,2600.0,2.0,1.0,0,1.0,1.0,700.0,1.0
Richmond Hill,43.8426711,-79.4244232,Condo,2400.0,1.5,1.0,0,1.0,1.0,635.0,2.0
Richmond Hill,43.8421951,-79.3947277,Apartment,2180.0,1.0,1.0,0,1.0,1.0,555.0,2.0
Richmond Hill,43.8416728,-79.4179909,Condo,2100.0,1.0,1.0,0,1.0,1.0,599.0,2.0
Richmond Hill,43.8394608,-79.4142079,Condo,2380.0,2.0,1.0,0,1.0,1.0,799.0,2.0
Richmond Hill,43.8340854,-79.4427868,Basement,1490.0,1.0,1.0,0,0.0,0.0,650.0,2.0
Richmond Hill,43.9036066,-79.4447004,Apartment,2350.0,1.5,1.0,0,1.0,0.0,736.0,2.0
Richmond Hill,43.9120105,-79.4467502,Apartment,2450.0,1.0,1.5,0,0.0,0.0,760.0,2.0
Richmond Hill,43.8813275,-79.4416128,Apartment,2350.0,1.5,1.0,0,1.0,0.0,736.0,2.0
Richmond Hill,43.8468909,-79.402688,Apartment,2200.0,0.5,1.0,0,1.0,1.0,900.0,2.0
Richmond Hill,43.8561155,-79.420805,Apartment,2390.0,1.5,1.5,0,1.0,1.0,660.0,2.0
Richmond Hill,43.9120105,-79.4467502,Apartment,1450.0,1.5,1.0,0,1.0,1.0,800.0,2.0
Richmond Hill,43.880664,-79.4206242,Basement,1700.0,2.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.8859063,-79.4250423,Basement,1380.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.8862837,-79.422124,Basement,1700.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8935754,-79.434203,Basement,1600.0,2.0,1.0,1,1.0,1.0,900.0,2.0
Richmond Hill,43.9400179,-79.4461177,Basement,1600.0,2.0,1.5,1,1.0,1.0,980.0,2.0
Richmond Hill,43.8340854,-79.4427868,Basement,1490.0,1.0,1.0,0,0.0,0.0,650.0,2.0
Richmond Hill,43.8792603,-79.394299,Basement,2200.0,2.0,2.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8868708,-79.4542197,Basement,2000.0,2.0,1.0,1,1.0,1.0,900.0,2.0
Richmond Hill,43.8616942,-79.4291587,Basement,1205.0,0.5,1.0,0,1.0,0.0,560.0,1.0
Richmond Hill,43.8634299,-79.4501715,Basement,1350.0,1.0,1.0,0,0.0,0.0,525.0,1.0
Richmond Hill,43.8876778,-79.4283673,Basement,1190.0,0.5,1.0,0,0.0,0.0,450.0,2.0
Richmond Hill,43.8930496,-79.4654665,Basement,2000.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Richmond Hill,43.8688792,-79.4072615,Basement,1850.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.8815107,-79.4366324,Basement,1100.0,1.5,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8689133,-79.4202773,Basement,1450.0,0.5,1.0,1,1.0,1.0,500.0,2.0
Richmond Hill,43.8482989,-79.4510506,Basement,1400.0,1.0,1.0,1,1.0,1.0,750.0,1.0
Richmond Hill,43.9453652,-79.4652283,Basement,1800.0,1.5,1.0,1,1.0,1.0,800.0,2.0
Richmond Hill,43.8632677,-79.4420834,Basement,1300.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Richmond Hill,43.8562458,-79.4348739,Basement,1600.0,1.0,1.0,0,0.0,0.0,850.0,2.0
Richmond Hill,43.8884813,-79.4298621,Basement,1200.0,1.0,1.0,1,1.0,1.0,750.0,1.0
Richmond Hill,43.8799856,-79.4337309,Basement,1200.0,0.5,1.0,1,1.0,1.0,669.0,2.0
Richmond Hill,43.8677259,-79.4590499,Basement,1700.0,2.0,1.0,0,0.0,0.0,950.0,2.0
Richmond Hill,43.9544703,-79.4756618,Basement,999.0,1.0,1.0,1,1.0,1.0,330.0,1.0
Richmond Hill,43.8744333,-79.4543691,Basement,1600.0,1.0,1.0,0,0.0,0.0,600.0,2.0
Richmond Hill,43.8342846,-79.4322362,Basement,2000.0,1.5,1.0,1,1.0,1.0,600.0,2.0
Richmond Hill,43.9125938,-79.4630054,Basement,1200.0,1.0,1.0,1,1.0,1.0,500.0,1.0
Richmond Hill,43.9125938,-79.4630054,Basement,1550.0,2.0,1.0,1,1.0,1.0,600.0,1.0
Richmond Hill,43.8815107,-79.4366324,Basement,1100.0,1.5,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.9525764,-79.4457759,Basement,1550.0,2.0,1.0,1,1.0,1.0,800.0,2.0
Richmond Hill,43.9011887,-79.4229154,Basement,1750.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.8972212,-79.4325879,Basement,1750.0,2.0,1.0,1,1.0,1.0,900.0,2.0
Richmond Hill,43.8632677,-79.4420834,Basement,1300.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Richmond Hill,43.9080621,-79.4341903,Basement,1090.0,0.5,1.0,1,1.0,1.0,360.0,2.0
Richmond Hill,43.915401,-79.4736609,Basement,1800.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Richmond Hill,43.8914492,-79.4213326,Basement,1700.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2500.0,1.0,1.0,0,1.0,0.0,650.0,2.0
Richmond Hill,43.8980715,-79.4512264,Condo,3480.0,2.5,2.0,0,1.0,1.0,871.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2150.0,1.0,1.0,0,1.0,1.0,680.0,2.0
Richmond Hill,43.9036066,-79.4447004,Condo,2150.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Richmond Hill,43.8815107,-79.4366324,Condo,2100.0,1.5,1.0,0,1.0,1.0,700.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,3800.0,2.5,2.0,1,1.0,1.0,740.0,2.0
Richmond Hill,43.8737311,-79.3928365,Condo,2500.0,1.5,1.0,0,1.0,1.0,575.0,2.0
Richmond Hill,43.8467605,-79.4297742,Condo,2700.0,2.0,2.0,0,1.0,1.0,938.0,2.0
Richmond Hill,43.9036066,-79.4447004,Condo,1950.0,1.5,1.0,1,1.0,1.0,608.0,2.0
Richmond Hill,43.8510279,-79.4276199,Condo,2295.0,1.5,1.0,0,0.0,1.0,725.0,2.0
Richmond Hill,43.9036066,-79.4447004,Condo,2425.0,1.5,2.0,0,0.0,0.0,630.0,2.0
Richmond Hill,43.8423291,-79.3946771,Condo,2000.0,1.0,1.0,0,1.0,1.0,610.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,3600.0,1.5,1.5,0,0.0,0.0,800.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,3800.0,2.0,2.0,0,1.0,1.0,873.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2200.0,1.0,1.0,0,1.0,1.0,532.0,2.0
Richmond Hill,43.8766684,-79.4083316,Duplex/Triplex,2900.0,3.0,1.0,0,0.0,0.0,900.0,2.0
Richmond Hill,43.8815107,-79.4366324,Duplex/Triplex,1750.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Richmond Hill,43.8426711,-79.4244232,Condo,2400.0,1.5,1.0,0,1.0,1.0,699.0,2.0
Richmond Hill,43.8815107,-79.4366324,Condo,3100.0,1.5,1.0,1,1.0,1.0,689.0,1.0
Richmond Hill,43.8430999,-79.4317106,Condo,3200.0,3.0,2.0,0,0.0,1.0,900.0,2.0
Richmond Hill,43.9547293,-79.4832196,Condo,3000.0,2.5,2.0,0,1.0,1.0,900.0,2.0
Richmond Hill,43.8453488,-79.4075254,Condo,1950.0,1.5,1.5,1,1.0,1.0,700.0,2.0
Richmond Hill,43.9120105,-79.4467502,Condo,2199.0,1.0,1.0,0,1.0,0.0,600.0,2.0
Richmond Hill,43.8815107,-79.4366324,Condo,3350.0,2.0,1.0,1,1.0,1.0,950.0,2.0
Richmond Hill,43.9564086,-79.4473583,Condo,1800.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Richmond Hill,43.8689797,-79.4273574,House,2500.0,2.0,1.0,1,1.0,1.0,900.0,2.0
Whitchurch-Stouffville,43.9807851,-79.2412383,Basement,1750.0,2.0,1.0,0,0.0,0.0,850.0,2.0
Whitchurch-Stouffville,43.9741113,-79.2422956,Basement,1400.0,1.0,1.0,0,0.0,0.0,600.0,2.0
Whitchurch-Stouffville,43.9741113,-79.2422956,Apartment,1100.0,1.0,1.0,0,0.0,0.0,900.0,2.0
Whitchurch-Stouffville,43.9722738,-79.2400048,Duplex/Triplex,2200.0,2.0,1.0,1,1.0,1.0,600.0,1.0
Whitchurch-Stouffville,43.9702965,-79.251571,Apartment,1300.0,1.0,1.0,0,0.0,0.0,750.0,2.0
Whitchurch-Stouffville,43.9665295,-79.2322509,Basement,2000.0,2.0,2.0,0,0.0,0.0,900.0,2.0
Whitchurch-Stouffville,43.9611202,-79.246062,Basement,1400.0,1.0,1.0,1,1.0,1.0,900.0,2.0
Whitchurch-Stouffville,43.9717436,-79.2220289,Basement,1750.0,1.0,2.0,0,0.0,0.0,780.0,2.0
Whitchurch-Stouffville,43.9665295,-79.2322509,Basement,2100.0,2.0,2.0,0,0.0,0.0,900.0,2.0
Whitchurch-Stouffville,43.9665295,-79.2322509,Condo,2650.0,2.0,2.0,0,1.0,0.0,750.0,2.0
Aurora,44.0220347,-79.4434901,Basement,1750.0,1.0,1.0,0,0.0,0.0,650.0,2.0
Aurora,44.0217299,-79.4248758,Basement,1800.0,2.0,1.0,1,1.0,1.0,700.0,2.0
Aurora,44.0209222,-79.440435,Basement,1800.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Aurora,44.0021141,-79.4861109,Basement,1500.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Aurora,44.0005602,-79.4675928,Condo,2300.0,2.0,1.0,0,0.0,0.0,700.0,2.0
Aurora,43.9913371,-79.4855044,Basement,1100.0,0.5,1.0,0,0.0,0.0,350.0,2.0
Aurora,43.97371,-79.4890413,Apartment,1475.0,1.0,1.0,1,1.0,1.0,700.0,2.0
Aurora,44.0037319,-79.4758391,Apartment,1500.0,2.0,1.0,0,0.0,0.0,700.0,2.0
Aurora,43.9913441,-79.4613218,Basement,950.0,1.0,1.0,1,1.0,1.0,650.0,1.0
Aurora,43.9866939,-79.4688065,Basement,1650.0,2.0,1.0,0,0.0,0.0,850.0,2.0
Aurora,43.9881327,-79.4747829,Basement,1400.0,1.0,1.0,0,0.0,1.0,600.0,2.0
Aurora,44.0100373,-79.4546869,Basement,1800.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Aurora,43.9947471,-79.4366324,Basement,1500.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Aurora,43.9989814,-79.4797923,Basement,1350.0,1.0,1.5,0,0.0,0.0,850.0,2.0
Aurora,43.9947471,-79.4366324,Basement,1800.0,1.0,1.0,0,0.0,0.0,900.0,2.0
Aurora,43.9915067,-79.4627417,Basement,1575.0,1.0,1.5,1,1.0,1.0,600.0,1.0
Aurora,44.007859,-79.4417199,Condo,2800.0,2.0,2.0,1,1.0,1.0,649.0,2.0
Aurora,44.0152311,-79.4573798,Condo,2200.0,1.0,1.0,0,1.0,1.0,800.0,2.0
Aurora,44.0096019,-79.4728494,Condo,2400.0,1.5,1.0,0,1.0,1.0,720.0,2.0
Newmarket,44.0750602,-79.4473583,Basement,1100.0,0.5,1.0,0,0.0,0.0,400.0,1.0
Newmarket,44.0747967,-79.438215,Basement,1580.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Newmarket,44.0747967,-79.438215,Basement,1580.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Newmarket,44.069113,-79.4458638,Basement,1500.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Newmarket,44.069113,-79.4458638,Basement,1500.0,1.0,1.0,1,1.0,1.0,700.0,2.0
Newmarket,44.0629294,-79.4936505,Basement,1650.0,2.0,1.0,0,0.0,0.0,700.0,2.0
Newmarket,44.0619868,-79.4364565,Basement,1450.0,1.0,1.0,0,0.0,0.0,800.0,2.0
Newmarket,44.0598005,-79.4635328,Basement,1600.0,1.0,1.0,0,0.0,0.0,950.0,2.0
Newmarket,44.0589338,-79.47241,Basement,1500.0,1.0,1.0,0,0.0,0.0,700.0,2.0
Newmarket,44.0588237,-79.4698392,House,2300.0,3.0,1.0,0,0.0,0.0,900.0,2.0
