CSDNAME,Latitude,Longitude,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type
South Glengarry,45.2561615,-74.5953852,Apartment,1425.0,2.0,1.0,0,1.0,1.0,950.0,2.0
South Glengarry,45.1920027,-74.3746039,Apartment,1100.0,2.0,1.0,0,0.0,1.0,780.0,2.0
South Glengarry,45.143726,-74.502708,House,1200.0,2.0,1.5,0,0.0,1.0,900.0,2.0
South Glengarry,45.059039,-74.558464,Apartment,1695.0,1.0,1.0,1,1.0,1.0,850.0,2.0
South Glengarry,45.1359806,-74.6195878,Apartment,1095.0,1.0,1.0,0,0.0,1.0,600.0,2.0
South Stormont,45.030398,-74.890559,Apartment,1400.0,2.0,1.0,0,0.0,1.0,900.0,2.0
South Stormont,45.030398,-74.890559,Apartment,1000.0,1.0,1.0,0,0.0,1.0,800.0,2.0
South Stormont,45.030398,-74.890559,Apartment,1200.0,2.0,1.0,0,0.0,1.0,500.0,2.0
South Stormont,45.030398,-74.890559,Apartment,1400.0,2.0,1.0,0,0.0,1.0,900.0,2.0
South Stormont,44.9988604,-74.9855072,Apartment,895.0,1.0,1.0,0,0.0,1.0,440.0,2.0
Cornwall,45.0524693,-74.7612806,House,1850.0,4.0,2.0,0,0.0,1.0,900.0,2.0
Cornwall,45.0319536,-74.7594173,Apartment,1380.0,0.5,1.0,0,1.0,1.0,695.0,2.0
Cornwall,45.0319536,-74.7594173,Apartment,1125.0,0.5,1.0,0,1.0,1.0,460.0,2.0
Cornwall,45.0319536,-74.7594173,Apartment,1235.0,1.0,1.0,0,1.0,1.0,628.0,2.0
Cornwall,45.0291457,-74.7054177,Apartment,1550.0,2.0,1.0,0,1.0,1.0,785.0,2.0
Cornwall,45.0281161,-74.7443444,Duplex/Triplex,1600.0,2.0,1.0,0,0.0,1.0,700.0,2.0
Cornwall,45.0278717,-74.6964392,Apartment,2000.0,2.0,1.0,1,1.0,0.0,790.0,1.0
Cornwall,45.0270639,-74.6953765,Apartment,1000.0,1.0,1.0,1,1.0,1.0,450.0,1.0
Cornwall,45.0242035,-74.7199421,Apartment,1495.0,1.0,1.0,1,1.0,1.0,750.0,2.0
Cornwall,45.0235896,-74.7104539,Apartment,1395.0,2.0,1.0,0,0.0,1.0,700.0,1.0
Cornwall,45.0227099,-74.694051,Apartment,1000.0,2.0,1.0,1,1.0,1.0,600.0,1.0
Cornwall,45.022168,-74.705399,Duplex/Triplex,1300.0,2.0,1.0,0,0.0,1.0,800.0,2.0
Cornwall,45.021263,-74.7070903,Duplex/Triplex,1300.0,2.0,1.0,0,0.0,1.0,800.0,2.0
Cornwall,45.0198271,-74.737017,House,1475.0,2.0,1.0,0,0.0,0.0,980.0,2.0
Cornwall,45.0198271,-74.737017,House,1475.0,2.0,1.0,0,0.0,0.0,950.0,2.0
Cornwall,45.0184372,-74.7141308,Apartment,1350.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Cornwall,45.0176347,-74.7419153,Apartment,1300.0,2.0,1.0,0,0.0,1.0,900.0,1.0
Cornwall,45.0137484,-74.7354197,Apartment,1350.0,1.0,1.0,0,0.0,1.0,500.0,2.0
Cornwall,45.027105,-74.728607,Apartment,1850.0,3.0,1.0,1,1.0,1.0,900.0,2.0
Cornwall,45.023804,-74.694923,Apartment,1200.0,2.0,1.0,0,0.0,1.0,800.0,2.0
Cornwall,45.025508,-74.697466,Apartment,1300.0,2.0,1.0,1,1.0,0.0,850.0,2.0
Cornwall,45.0319536,-74.7594173,Apartment,1290.0,1.0,1.0,0,1.0,1.0,628.0,2.0
Cornwall,45.0319536,-74.7594173,Apartment,1435.0,0.5,1.0,0,1.0,1.0,695.0,2.0
Cornwall,45.0319536,-74.7594173,Apartment,1170.0,0.5,1.0,0,1.0,1.0,460.0,2.0
Cornwall,45.03818,-74.7483747,Apartment,1200.0,2.0,1.0,0,0.0,0.0,880.0,2.0
Cornwall,45.0312108,-74.7059323,Apartment,1600.0,2.0,1.5,1,1.0,1.0,900.0,2.0
Cornwall,45.0177301,-74.7400187,Apartment,1600.0,2.0,1.0,0,0.0,1.0,700.0,2.0
Cornwall,45.0278397,-74.7337936,Apartment,700.0,0.5,1.0,1,1.0,1.0,325.0,1.0
Cornwall,45.0291457,-74.7054177,Apartment,1655.0,2.0,1.0,0,1.0,1.0,785.0,2.0
Cornwall,45.0219286,-74.7123481,Apartment,950.0,2.0,1.0,0,0.0,1.0,400.0,2.0
Cornwall,45.0184452,-74.7140238,Apartment,1250.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Cornwall,45.0137484,-74.7354197,Apartment,1350.0,1.0,1.0,0,0.0,1.0,500.0,2.0
Cornwall,45.0290106,-74.7107016,Basement,925.0,1.0,1.0,1,1.0,1.0,400.0,1.0
Cornwall,45.050429,-74.737354,Duplex/Triplex,1550.0,2.0,1.0,0,0.0,1.0,850.0,2.0
Cornwall,45.0203131,-74.7027125,Condo,1850.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Cornwall,45.0217738,-74.7084882,Duplex/Triplex,1500.0,2.0,1.0,0,0.0,1.0,750.0,2.0
Cornwall,45.0219912,-74.6948141,Duplex/Triplex,1400.0,2.5,1.0,0,0.0,1.0,500.0,2.0
Cornwall,45.0176846,-74.7336755,Duplex/Triplex,1700.0,2.0,1.0,0,0.0,1.0,800.0,2.0
Cornwall,45.01797,-74.7421872,House,2200.0,3.0,1.0,0,0.0,0.0,800.0,2.0
Cornwall,45.0192984,-74.721471,House,1600.0,2.0,1.5,0,0.0,1.0,900.0,2.0
South Dundas,44.9453534,-75.1870273,Townhouse,1295.0,3.0,1.0,0,0.0,0.0,900.0,2.0
North Dundas,45.1009288,-75.2402462,Apartment,1400.0,2.0,1.0,0,0.0,0.0,730.0,2.0
North Dundas,45.0869777,-75.3716338,Apartment,1425.0,1.0,1.0,0,1.0,1.0,650.0,2.0
North Dundas,45.1035256,-75.22892,Apartment,1450.0,1.0,1.0,0,0.0,0.0,600.0,2.0
North Glengarry,45.2886749,-74.8545436,Apartment,850.0,2.0,1.0,0,0.0,1.0,650.0,2.0
North Glengarry,45.3111909,-74.6354902,Condo,1575.0,2.0,1.0,0,0.0,1.0,900.0,2.0
Hawkesbury,45.6105461,-74.5981073,Apartment,1000.0,2.0,1.0,0,1.0,1.0,800.0,2.0
Hawkesbury,45.6094735,-74.6058962,Apartment,1395.0,1.0,1.0,0,1.0,1.0,650.0,2.0
Hawkesbury,45.606357,-74.610877,Apartment,1200.0,2.0,1.0,0,0.0,1.0,700.0,2.0
Hawkesbury,45.6026111,-74.6174989,Duplex/Triplex,1300.0,2.0,1.0,0,0.0,1.0,850.0,2.0
Hawkesbury,45.6048131,-74.5879529,Apartment,975.0,2.0,1.0,0,0.0,1.0,800.0,2.0
Hawkesbury,45.6039763,-74.587917,Apartment,1195.0,3.0,1.0,0,0.0,1.0,850.0,2.0
Champlain,45.6192681,-74.6928116,Apartment,975.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Champlain,45.6192681,-74.6928116,Apartment,1050.0,2.0,1.0,0,1.0,1.0,800.0,2.0
Champlain,45.6192681,-74.6928116,Apartment,900.0,2.0,1.0,0,0.0,1.0,800.0,1.0
Champlain,45.6192681,-74.6928116,Apartment,975.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Alfred and Plantagenet,45.5477034,-75.0347713,Apartment,1200.0,1.0,1.0,0,0.0,1.0,500.0,1.0
The Nation / La Nation,45.3843513,-74.9057852,Apartment,1300.0,2.0,1.0,0,0.0,1.0,800.0,2.0
The Nation / La Nation,45.3831091,-74.9041327,Apartment,1270.0,2.0,1.0,0,0.0,1.0,750.0,2.0
The Nation / La Nation,45.3844998,-74.9051104,Apartment,995.0,1.0,1.0,0,0.0,1.0,800.0,2.0
Clarence-Rockland,45.5539701,-75.2796576,Apartment,1625.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Clarence-Rockland,45.4350506,-75.1581561,Duplex/Triplex,700.0,1.0,1.0,1,1.0,1.0,600.0,1.0
Clarence-Rockland,45.5483729,-75.2916118,Apartment,1500.0,1.0,1.0,1,1.0,1.0,400.0,2.0
Clarence-Rockland,45.5429858,-75.2961355,Condo,2000.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Casselman,45.3157884,-75.0897204,Apartment,1300.0,2.0,1.0,0,0.0,0.0,725.0,2.0
Russell,45.2763187,-75.2689874,Condo,1800.0,2.0,1.0,0,0.0,1.0,900.0,2.0
Russell,45.275646,-75.275411,Apartment,1500.0,1.0,1.0,1,1.0,1.0,680.0,2.0
Russell,45.2712947,-75.2827918,Apartment,1550.0,1.5,1.0,0,0.0,0.0,770.0,2.0
Russell,45.225135,-75.3391816,Apartment,1800.0,2.0,1.0,0,0.0,0.0,950.0,2.0
Russell,45.257909,-75.3569095,Apartment,1800.0,2.0,1.0,0,1.0,1.0,595.0,2.0
Russell,45.275646,-75.275411,Apartment,975.0,1.0,1.0,0,0.0,0.0,500.0,2.0
Russell,45.225135,-75.3391816,Apartment,1750.0,2.0,1.0,0,0.0,0.0,950.0,2.0
Ottawa,45.33372977,-75.74589822,Townhouse,730.0,4.0,2.0,1,1.0,1.0,400.0,1.0
Ottawa,45.27171269,-75.92642971,Apartment,1300.0,0.5,1.0,0,1.0,1.0,340.0,2.0
Ottawa,45.4913992,-75.4950448,Apartment,2010.0,1.0,1.0,0,0.0,0.0,701.0,2.0
Ottawa,45.4913992,-75.4950448,Apartment,1885.0,1.5,1.0,0,0.0,0.0,817.0,2.0
Ottawa,45.4885072,-75.5057196,Apartment,1600.0,1.0,1.0,1,1.0,1.0,702.0,2.0
Ottawa,45.4838656,-75.5334894,Condo,1500.0,2.0,1.5,0,0.0,0.0,800.0,2.0
Ottawa,45.4801712,-75.4729414,Condo,2200.0,1.5,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.4801712,-75.4729414,Basement,1350.0,1.0,1.0,1,1.0,1.0,350.0,2.0
Ottawa,45.4780351,-75.5168328,Condo,2050.0,2.0,1.0,0,0.0,1.0,851.0,2.0
Ottawa,45.4773245,-75.4915746,Condo,1850.0,1.0,1.0,0,1.0,1.0,607.0,2.0
Ottawa,45.4696881,-75.53364,Apartment,1790.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.469189,-75.4967686,Apartment,1725.0,2.0,2.0,0,1.0,1.0,850.0,2.0
Ottawa,45.4662243,-75.4603878,Apartment,1500.0,2.0,1.0,0,0.0,1.0,850.0,2.0
Ottawa,45.4611013,-75.5153974,Basement,1150.0,1.5,1.0,1,1.0,1.0,800.0,1.0
Ottawa,45.4552426,-75.5275963,Apartment,1800.0,1.0,1.0,0,0.0,0.0,734.0,2.0
Ottawa,45.4534228,-75.4853362,Condo,2000.0,2.0,1.5,0,0.0,0.0,850.0,2.0
Ottawa,45.4532162,-75.6491322,Condo,1725.0,1.0,1.0,0,0.0,1.0,615.0,2.0
Ottawa,45.4531479,-75.5977888,Apartment,1325.0,2.0,1.0,1,1.0,1.0,650.0,2.0
Ottawa,45.4529736,-75.4853156,Condo,1950.0,2.0,1.5,0,0.0,0.0,900.0,2.0
Ottawa,45.4527306,-75.6284352,Condo,1900.0,2.0,1.5,0,0.0,0.0,960.0,2.0
Ottawa,45.4510415,-75.6286762,Townhouse,1795.0,2.0,1.0,0,0.0,0.0,915.0,2.0
Ottawa,45.4496399,-75.5971205,Condo,1950.0,2.0,1.0,1,1.0,1.0,850.0,2.0
Ottawa,45.449193,-75.4628209,Basement,1550.0,1.0,1.0,1,1.0,1.0,900.0,1.0
Ottawa,45.4466502,-75.6321326,Apartment,1769.0,2.0,1.0,0,1.0,1.0,854.0,2.0
Ottawa,45.4466502,-75.6321326,Apartment,1549.0,1.0,1.0,0,1.0,1.0,731.0,2.0
Ottawa,45.4466502,-75.6321326,Apartment,1575.0,1.0,1.0,0,1.0,1.0,581.0,2.0
Ottawa,45.4464167,-75.534706,Condo,1900.0,1.0,1.0,0,0.0,1.0,743.0,2.0
Ottawa,45.4460578,-75.64538,Condo,1500.0,1.0,1.0,0,1.0,1.0,600.0,2.0
Ottawa,45.4455868,-75.647907,Apartment,1365.0,1.0,1.0,0,1.0,1.0,554.0,2.0
Ottawa,45.4455868,-75.647907,Apartment,1550.0,2.0,1.0,0,1.0,1.0,740.0,2.0
Ottawa,45.4455868,-75.647907,Apartment,1560.0,2.0,1.0,0,1.0,1.0,662.0,2.0
Ottawa,45.4455868,-75.647907,Apartment,1545.0,2.0,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.4455714,-75.6451024,Condo,1650.0,1.0,1.0,0,0.0,0.0,567.0,2.0
Ottawa,45.4454395,-75.6496435,Apartment,2490.0,1.5,1.0,1,1.0,1.0,600.0,2.0
Ottawa,45.4454395,-75.6496435,Apartment,2295.0,1.5,1.0,0,1.0,1.0,912.0,2.0
Ottawa,45.4454395,-75.6496435,Apartment,1750.0,1.0,1.0,0,1.0,1.0,855.0,2.0
Ottawa,45.4454263,-75.6324759,Apartment,1549.0,2.0,1.0,0,0.0,1.0,821.0,2.0
Ottawa,45.4450311,-75.6470377,Condo,1895.0,2.0,1.0,0,0.0,1.0,800.0,2.0
Ottawa,45.4440029,-75.6580676,Apartment,950.0,0.5,1.0,1,1.0,1.0,500.0,2.0
Ottawa,45.4438636,-75.6013245,Apartment,1800.0,2.0,1.0,0,0.0,0.0,800.0,2.0
Ottawa,45.443312,-75.670152,Condo,2000.0,1.0,1.0,0,1.0,1.0,808.0,2.0
Ottawa,45.4433084,-75.6690747,Apartment,1750.0,2.5,1.0,0,1.0,1.0,850.0,2.0
Ottawa,45.4433047,-75.6678709,Apartment,1445.0,2.0,1.0,0,1.0,1.0,750.0,2.0
Ottawa,45.4429153,-75.6636485,Apartment,1500.0,2.0,1.0,0,0.0,1.0,600.0,2.0
Ottawa,45.442907,-75.6723946,Apartment,1450.0,1.0,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.442907,-75.6723946,Apartment,1450.0,1.0,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.4423389,-75.6400721,Apartment,1395.0,1.0,1.0,1,1.0,1.0,550.0,2.0
Ottawa,45.4423389,-75.6400721,Apartment,1395.0,1.0,1.0,1,1.0,1.0,550.0,2.0
Ottawa,45.4415538,-75.6681029,Apartment,1100.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.4415001,-75.6695754,Apartment,1295.0,1.5,1.0,0,1.0,1.0,950.0,2.0
Ottawa,45.4414983,-75.5947119,Apartment,1650.0,2.0,1.0,1,1.0,1.0,900.0,2.0
Ottawa,45.4414217,-75.6568539,Duplex/Triplex,1550.0,2.0,1.0,1,1.0,1.0,700.0,1.0
Ottawa,45.4414205,-75.6850821,Condo,2275.0,2.0,2.0,0,1.0,0.0,900.0,2.0
Ottawa,45.4414205,-75.6850821,Condo,2050.0,1.5,2.0,0,1.0,0.0,737.0,2.0
Ottawa,45.4414205,-75.6850821,Condo,1900.0,1.0,1.0,0,1.0,0.0,650.0,2.0
Ottawa,45.4412084,-75.6426989,Apartment,1750.0,0.5,1.0,0,0.0,1.0,596.0,2.0
Ottawa,45.4411096,-75.6633155,Apartment,1354.0,2.0,1.0,0,1.0,1.0,750.0,2.0
Ottawa,45.4408976,-75.522307,Basement,1000.0,1.0,1.0,1,1.0,1.0,600.0,1.0
Ottawa,45.44039,-75.64268,Apartment,2050.0,2.0,1.0,0,0.0,0.0,670.0,2.0
Ottawa,45.44039,-75.64268,Apartment,1400.0,1.0,1.0,0,0.0,0.0,544.0,2.0
Ottawa,45.4403167,-75.66741,Apartment,1695.0,2.0,1.0,0,1.0,1.0,700.0,2.0
Ottawa,45.4401758,-75.6791902,Apartment,1800.0,2.0,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.440106,-75.654373,Duplex/Triplex,2095.0,3.0,1.0,0,1.0,1.0,900.0,2.0
Ottawa,45.4399434,-75.6644643,Apartment,1495.0,2.5,1.0,0,1.0,1.0,700.0,2.0
Ottawa,45.4399434,-75.6644643,Apartment,1295.0,0.5,1.0,1,1.0,1.0,600.0,2.0
Ottawa,45.4398069,-75.6730163,Apartment,1550.0,1.0,1.0,1,1.0,1.0,700.0,2.0
Ottawa,45.4396512,-75.594232,Condo,1795.0,2.0,1.0,1,1.0,1.0,850.0,2.0
Ottawa,45.4393629,-75.6777214,Condo,2150.0,1.5,1.5,0,0.0,0.0,846.0,2.0
Ottawa,45.4390937,-75.6715429,Apartment,1395.0,2.0,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.4389822,-75.6744401,Apartment,1500.0,1.0,1.0,0,1.0,1.0,600.0,2.0
Ottawa,45.4389734,-75.6677481,Apartment,1450.0,2.0,1.0,0,1.0,1.0,900.0,2.0
Ottawa,45.438494,-75.6711119,Condo,1850.0,1.5,1.0,0,1.0,1.0,660.0,2.0
Ottawa,45.438444,-75.6713236,Condo,1900.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Ottawa,45.4383389,-75.6701854,Condo,2050.0,2.0,2.0,0,0.0,0.0,985.0,2.0
Ottawa,45.4382374,-75.6716658,Condo,1895.0,1.5,1.0,0,1.0,1.0,690.0,2.0
Ottawa,45.4377686,-75.6644708,Apartment,1275.0,1.0,1.0,0,0.0,1.0,750.0,2.0
Ottawa,45.4373811,-75.6646339,Apartment,1200.0,1.0,1.0,0,0.0,1.0,800.0,2.0
Ottawa,45.4373384,-75.5109065,Condo,2050.0,2.0,2.5,0,0.0,0.0,900.0,2.0
Ottawa,45.4373112,-75.665657,Apartment,1600.0,2.0,1.0,0,1.0,1.0,850.0,2.0
Ottawa,45.437307,-75.656943,Apartment,1499.0,2.0,1.0,0,1.0,1.0,849.0,2.0
Ottawa,45.437307,-75.656943,Apartment,1299.0,1.0,1.0,0,1.0,1.0,819.0,2.0
Ottawa,45.4370851,-75.658968,Duplex/Triplex,2000.0,2.0,1.0,0,1.0,1.0,950.0,2.0
Ottawa,45.4368012,-75.6709932,Apartment,825.0,0.5,1.0,0,0.0,1.0,400.0,2.0
Ottawa,45.4364097,-75.6585341,Duplex/Triplex,2300.0,3.5,1.0,0,0.0,1.0,900.0,2.0
Ottawa,45.4358745,-75.6657509,Apartment,1425.0,1.0,1.0,0,1.0,1.0,600.0,2.0
Ottawa,45.4356024,-75.6527894,House,2000.0,2.0,1.0,1,1.0,1.0,900.0,2.0
Ottawa,45.4355773,-75.6763898,Apartment,1775.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Ottawa,45.4353125,-75.6517052,Apartment,1500.0,2.0,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.4350894,-75.6525309,Apartment,1700.0,2.0,1.0,1,1.0,1.0,600.0,2.0
Ottawa,45.4349844,-75.5538596,Basement,1350.0,1.0,1.0,1,1.0,1.0,700.0,2.0
Ottawa,45.4348257,-75.670797,Apartment,1790.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Ottawa,45.434128,-75.6955816,Condo,2100.0,1.0,1.0,0,1.0,1.0,730.0,2.0
Ottawa,45.4339868,-75.6472126,Townhouse,1450.0,1.0,1.0,1,1.0,1.0,600.0,2.0
Ottawa,45.4338005,-75.6943028,Apartment,1375.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Ottawa,45.4336729,-75.6629476,Townhouse,1450.0,1.0,1.0,1,1.0,1.0,600.0,2.0
Ottawa,45.4336013,-75.6918844,Apartment,1249.0,0.5,1.0,0,1.0,1.0,349.0,2.0
Ottawa,45.4336013,-75.6918844,Apartment,1199.0,0.5,1.0,0,1.0,1.0,370.0,2.0
Ottawa,45.4336013,-75.6918844,Apartment,1325.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.433579,-75.637991,Apartment,2100.0,3.0,1.0,0,0.0,1.0,900.0,2.0
Ottawa,45.4333294,-75.6937558,Condo,2600.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Ottawa,45.433175,-75.635507,Apartment,1400.0,2.0,1.0,0,1.0,1.0,781.0,2.0
Ottawa,45.4331748,-75.6347133,Duplex/Triplex,1400.0,1.0,1.0,1,1.0,1.0,800.0,2.0
Ottawa,45.4329871,-75.6666273,Apartment,1600.0,2.0,1.0,0,0.0,0.0,900.0,2.0
Ottawa,45.4329005,-75.6457587,Duplex/Triplex,2000.0,2.0,1.0,0,0.0,1.0,832.0,2.0
Ottawa,45.4329005,-75.6457587,Basement,1050.0,0.5,1.0,0,0.0,0.0,506.0,2.0
Ottawa,45.4327649,-75.6502104,Apartment,1300.0,1.0,1.0,1,1.0,1.0,650.0,2.0
Ottawa,45.432702,-75.6779587,Apartment,1895.0,2.0,1.0,0,1.0,1.0,900.0,2.0
Ottawa,45.43259,-75.6546536,Apartment,1199.0,1.0,1.0,0,1.0,1.0,533.0,2.0
Ottawa,45.431935,-75.666526,Apartment,1729.0,1.0,1.0,0,1.0,1.0,420.0,2.0
Ottawa,45.4317148,-75.6840364,Duplex/Triplex,1850.0,3.0,1.0,0,0.0,1.0,950.0,2.0
Ottawa,45.4316983,-75.692976,Apartment,1300.0,2.0,1.0,0,0.0,1.0,700.0,2.0
Ottawa,45.4316854,-75.6553957,Condo,2000.0,2.0,1.0,1,1.0,1.0,650.0,2.0
Ottawa,45.4315987,-75.6762841,Apartment,1200.0,1.0,1.0,0,1.0,1.0,420.0,2.0
Ottawa,45.4313663,-75.6679343,Apartment,1250.0,0.5,1.0,0,1.0,1.0,441.0,2.0
Ottawa,45.4313551,-75.6883403,Condo,1900.0,2.0,1.5,0,0.0,1.0,993.0,2.0
Ottawa,45.4313225,-75.6935903,Condo,1800.0,1.0,1.0,0,0.0,1.0,750.0,2.0
Ottawa,45.4312748,-75.6838071,Apartment,1229.0,0.5,1.0,0,1.0,1.0,403.0,2.0
Ottawa,45.4312748,-75.6838071,Apartment,1299.0,1.0,1.0,0,1.0,1.0,425.0,2.0
Ottawa,45.4310813,-75.6634865,Condo,2195.0,2.5,1.0,0,0.0,1.0,945.0,2.0
Ottawa,45.4310184,-75.6855775,Apartment,1700.0,2.0,1.0,1,1.0,1.0,420.0,2.0
Ottawa,45.4309939,-75.6659108,Apartment,1175.0,0.5,1.0,0,1.0,1.0,650.0,2.0
Ottawa,45.4309939,-75.6659108,Apartment,1175.0,0.5,1.0,0,1.0,1.0,350.0,2.0
Ottawa,45.4307983,-75.6742105,Apartment,1449.0,0.5,1.0,0,1.0,1.0,380.0,2.0
Ottawa,45.4307983,-75.6742105,Apartment,1649.0,1.0,1.0,0,1.0,1.0,635.0,2.0
Ottawa,45.4307983,-75.6742105,Apartment,1635.0,1.0,1.0,0,1.0,1.0,635.0,2.0
Ottawa,45.4307293,-75.6105873,Apartment,1895.0,1.0,1.0,0,0.0,0.0,630.0,2.0
Ottawa,45.4307293,-75.6105873,Apartment,1820.0,1.0,1.0,0,0.0,0.0,630.0,2.0
Ottawa,45.4307293,-75.6105873,Apartment,2485.0,2.0,2.0,0,0.0,0.0,970.0,2.0
Ottawa,45.4307293,-75.6105873,Apartment,2095.0,2.0,1.0,0,0.0,0.0,784.0,2.0
Ottawa,45.4306312,-75.6549023,Apartment,1150.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Ottawa,45.4304465,-75.6429952,Apartment,1500.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.4304109,-75.6632208,Apartment,2195.0,2.0,1.0,0,0.0,1.0,925.0,2.0
Ottawa,45.4301867,-75.6222215,Apartment,1750.0,1.0,1.0,1,1.0,1.0,900.0,2.0
Ottawa,45.4300927,-75.6886346,Condo,1800.0,1.0,1.0,0,0.0,0.0,610.0,2.0
Ottawa,45.4300927,-75.6886346,Condo,1690.0,1.0,1.0,0,1.0,1.0,615.0,2.0
Ottawa,45.4300927,-75.6886346,Condo,1800.0,1.0,1.0,0,1.0,1.0,610.0,1.0
Ottawa,45.4300829,-75.6114734,Apartment,2465.0,2.0,2.0,0,0.0,0.0,970.0,2.0
Ottawa,45.4300829,-75.6114734,Apartment,1695.0,1.0,1.0,0,1.0,0.0,680.0,2.0
Ottawa,45.4298346,-75.6831858,Condo,2100.0,1.0,1.0,0,1.0,1.0,675.0,2.0
Ottawa,45.4298346,-75.6831858,Condo,2000.0,1.0,1.0,0,1.0,1.0,710.0,2.0
Ottawa,45.4298346,-75.6831858,Apartment,1999.0,1.0,1.0,0,1.0,1.0,700.0,2.0
Ottawa,45.4297637,-75.6900508,Apartment,1769.0,2.0,1.0,0,1.0,1.0,650.0,2.0
Ottawa,45.4297637,-75.6900508,Apartment,1149.0,0.5,1.0,0,1.0,1.0,369.0,2.0
Ottawa,45.4297637,-75.6900508,Apartment,1519.0,1.0,1.0,0,1.0,1.0,521.0,2.0
Ottawa,45.4297457,-75.6889195,Condo,1900.0,1.5,1.0,0,1.0,1.0,733.0,2.0
Ottawa,45.4297457,-75.6889195,Condo,1900.0,1.5,1.0,0,1.0,1.0,714.0,2.0
Ottawa,45.4297457,-75.6889195,Condo,1550.0,1.0,1.0,0,1.0,1.0,600.0,2.0
Ottawa,45.4296856,-75.6885901,Condo,1700.0,1.0,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.4295352,-75.6819515,Condo,1950.0,1.0,1.0,0,1.0,1.0,880.0,2.0
Ottawa,45.4295352,-75.6819515,Condo,1800.0,1.0,1.0,0,1.0,1.0,900.0,2.0
Ottawa,45.4295352,-75.6819515,Condo,1650.0,1.0,1.0,0,1.0,1.0,750.0,2.0
Ottawa,45.4295352,-75.6819515,Condo,2475.0,2.0,2.0,0,1.0,1.0,720.0,2.0
Ottawa,45.4295352,-75.6819515,Condo,1780.0,1.0,1.0,0,1.0,1.0,625.0,2.0
Ottawa,45.4295352,-75.6819515,Apartment,1100.0,0.5,1.0,0,1.0,1.0,800.0,2.0
Ottawa,45.4295228,-75.6516072,Apartment,1250.0,1.0,1.0,1,1.0,1.0,500.0,2.0
Ottawa,45.4294624,-75.6825771,Apartment,1400.0,1.0,1.0,0,1.0,1.0,650.0,2.0
Ottawa,45.4294624,-75.6825771,Apartment,1195.0,0.5,1.0,0,1.0,1.0,500.0,2.0
Ottawa,45.4294527,-75.6888567,Condo,1800.0,0.5,1.0,1,1.0,1.0,350.0,1.0
Ottawa,45.4294527,-75.6888567,Apartment,2100.0,2.0,1.0,0,0.0,1.0,740.0,2.0
Ottawa,45.4293909,-75.6863997,Condo,1900.0,2.0,1.5,0,0.0,0.0,800.0,2.0
Ottawa,45.4292895,-75.6826636,Apartment,1400.0,1.0,1.0,0,1.0,1.0,650.0,2.0
Ottawa,45.4292658,-75.6791257,Apartment,2049.0,2.0,1.0,0,1.0,1.0,673.0,2.0
Ottawa,45.4292658,-75.6791257,Apartment,1399.0,0.5,1.0,0,1.0,1.0,377.0,2.0
Ottawa,45.4292658,-75.6791257,Apartment,1549.0,1.0,1.0,0,1.0,1.0,555.0,2.0
Ottawa,45.4292587,-75.6883022,Condo,1700.0,1.0,1.0,1,1.0,1.0,650.0,2.0
Ottawa,45.42925,-75.68114,Apartment,1000.0,0.5,1.0,0,1.0,1.0,405.0,2.0
Ottawa,45.4290103,-75.6826805,Apartment,1395.0,1.0,1.0,0,1.0,1.0,650.0,2.0
Ottawa,45.428929,-75.6880689,Condo,1749.0,1.0,1.0,1,1.0,1.0,660.0,2.0
Ottawa,45.4282507,-75.6829812,Apartment,700.0,2.0,1.0,1,1.0,1.0,900.0,1.0
Ottawa,45.4282252,-75.6537781,Apartment,1950.0,0.5,1.0,0,1.0,1.0,513.0,2.0
Ottawa,45.4279224,-75.680427,House,800.0,1.0,1.0,1,1.0,1.0,900.0,2.0
Ottawa,45.4278748,-75.6903518,Condo,1700.0,1.5,1.0,1,1.0,1.0,700.0,2.0
